Reference Code,year,time pulled,Type,Journal,authors,article,type of analysis,original sample size,mention outliers,peopleor data points,take out or leave in,run with or without,outlier description,reason code,final sample size,number outliers,difference between analyses with and without,report results on if did both,Basics,ANOVA,Regression,ChiSquare,Nonparametric,Modeling,BayesOther,Double Checked
@Bonawitz2012,2012,2012,Cognitive,Cognitive Psychology,"Elizabeth Baraff Bonawitz, et al.","Children balance theories and evidence in exploration, explanation, and learning",2x2 mixed ANOVA,91,yes,people,out,without,"Two 2-year-olds and two 5-year-olds were dropped from the study and replaced due to parental interference;one 6-year-old was dropped and replaced because he failed the initial familiarization. Anadditional thirty-five 6- and-7-year-olds participated in the belief classification task but were not includedin additional analyses due to ambiguous belief classification",participant error,91,0,,,0,1,0,0,0,0,0,x
@Bonawitz2012,2012,2012,Cognitive,Cognitive Psychology,"Elizabeth Baraff Bonawitz, et al.","Children balance theories and evidence in exploration, explanation, and learning",Two-way between subjects ANOVA,32,yes,people,out,without,"An additional nine children were dropped and replaced for failingto balance the block at the geometric center on all three familiarization trials; one child in the Geomet-ric Center condition was dropped and replaced for failure to interact with the stimuli during the playPeriod.",participant error,32,0,,,0,1,0,0,0,0,0,x
@Bonawitz2012,2012,2012,Cognitive,Cognitive Psychology,"Elizabeth Baraff Bonawitz, et al.","Children balance theories and evidence in exploration, explanation, and learning",Fisher's exact tests,32,yes,people,out,without,Eight children were classi?ed as Mass Theorists (see below) and were not included in these analyses and eleven children were dropped and replaced for failing to balance the block at the geometric center on all three familiarization trials.,participant error,32,0,,,0,0,0,0,1,0,0,x
@Hay2011,2011,2012,Cognitive,Cognitive Psychology,"Jessica F. Hay, et al.",Linking sounds to meanings: Infant statistical learning in a natural language,"2-tailed t-tests, 2x2 ANOVA",41,yes,people,out,without,"Fourteen additional infants were excluded from the anal-ysis because of fussiness (11), parental interference (1), or not paying attention (1). One additional in-fant showed looking time preferences >3 SD from the mean and was excluded from the analyses.","participant error, statistical reason",40,1,,,1,1,0,0,0,0,0,x
@Hay2011,2011,2012,Cognitive,Cognitive Psychology,"Jessica F. Hay, et al.",Linking sounds to meanings: Infant statistical learning in a natural language,2-tailed t-tests,41,yes,people,out,without,"Data from 15 additionalinfants were excluded from analysis because of fussiness (8), experimenter error (1), or not payingattention (5). One additional infant showed a looking time preference >3 SD from the mean andwas excluded from the analyses.","participant error, statistical reason",40,1,,,1,0,0,0,0,0,0,x
@Hay2011,2011,2012,Cognitive,Cognitive Psychology,"Jessica F. Hay, et al.",Linking sounds to meanings: Infant statistical learning in a natural language,2-tailed t-tests,20,yes,people,out,without,"Five additional infants were excluded due to fussiness (2), parental interference (1), or notpaying attention (2)",participant error,20,0,,,1,0,0,0,0,0,0,x
@Frank2012,2012,2012,Cognitive,Cognitive Psychology,"Michael C. Frank, et al.",Verbal interference suppresses exact numerical representation,"generalized linear mixed model, t-tests",35,yes,people,out,without,four participants showed individual error rates > 3 SD above the mean on one task but not participant was excluded from more than one task,statistical reason,34,1,,,1,0,0,0,0,1,0,x
@Cohn2012,2012,2012,Cognitive,Cognitive Psychology,"Neil Cohn, et al.",(Pea)nuts and bolts of visual narrative: Structure and meaning in sequential image comprehension,"4x5 Repeated Measures ANOVA, four-way ANOVA, paired t-tests, pearson correlation",54,yes,both,out,without,"data from two participants were discarded due to not meeting the accuracy threshold, reaction times more than 2.5 SD from the mean were discarded",statistical reason,52,2,,,1,1,0,0,0,0,0,x
@Creel2012a,2012,2012,Cognitive,Cognitive Psychology,Sarah C. Creel,Similarity-based restoration of metrical information: Different listening experiences result in different perceptual inferences,factorial ANOVA,80,yes,people,out,without,answered in the middle of the rating scale on every question,participant error,80,0,,,0,1,0,0,0,0,0,x
@Leslie2012,2012,2012,Cognitive,Cognitive Psychology,"Sarah-Jane Leslie, et al.",Quantified statements are recalled as generics: Evidence from preschool children and adults,Three-way ANOVA,74,yes,people,out,without,four children removed due to a yes answer bias; answering yes to all questions including warm ups,participant error,74,0,,,0,1,0,0,0,0,0,x
@Leslie2012,2012,2012,Cognitive,Cognitive Psychology,"Sarah-Jane Leslie, et al.",Quantified statements are recalled as generics: Evidence from preschool children and adults,"2x3 ANOVA, paired t-tests, 2x2x2 ANOVA",56,yes,people,out,without,"An additional 10 participants (four 4-year-olds and six 3-year-olds) were dropped fromthe study because they did not recall at least one predicate from each wording condition.",participant error,56,0,,,1,1,0,0,0,0,0,x
@Leslie2012,2012,2012,Cognitive,Cognitive Psychology,"Sarah-Jane Leslie, et al.",Quantified statements are recalled as generics: Evidence from preschool children and adults,paired t-tests,16,yes,people,out,without,"An additional 4children were tested but were dropped from analysis; 3 because they failed to remember at least onepredicate for each wording condition, and 1 because she only produced barking sounds.",participant error,16,0,,,1,0,0,0,0,0,0,x
@Leslie2012,2012,2012,Cognitive,Cognitive Psychology,"Sarah-Jane Leslie, et al.",Quantified statements are recalled as generics: Evidence from preschool children and adults,paired t-tests,16,yes,people,out,without,"An additional 5 chil-dren (two 4-year-olds and three 3-year-olds) were tested but were dropped from analysis; 4 of thembecause they didn?t remember at least one predicate from each wording condition, and 1 because sheprovided all her answers in Spanish.",participant error,16,0,,,1,0,0,0,0,0,0,x
@Goschke2012,2012,2012,Cognitive,Cognitive Psychology,"Thomas Goschke, et al.","On the modularity of implicit sequence learning: Independent acquisition of spatial, symbolic, and manual sequences","ANOVA, 4x3x3 ANOVA, 2x2x2x3 ANOVA, 2x2 ANOVA, 2x3x3 ANOVA, correlations",72,yes,data points,out,without,reaction times shorter than 100ms or 3 SDs above a person's mean were removed,statistical reason,72,0,,,1,1,0,0,0,0,0,x
@Goschke2012,2012,2012,Cognitive,Cognitive Psychology,"Thomas Goschke, et al.","On the modularity of implicit sequence learning: Independent acquisition of spatial, symbolic, and manual sequences","3x3x2 ANOVA, 3x2 ANOVA, 2x3 ANOVA, 2x2 ANOVA, correlations",68,yes,data points,out,without,reaction times shorter than 100ms or 3 SDs above a person's mean were removed,statistical reason,68,0,,,1,1,0,0,0,0,0,x
@Goschke2012,2012,2012,Cognitive,Cognitive Psychology,"Thomas Goschke, et al.","On the modularity of implicit sequence learning: Independent acquisition of spatial, symbolic, and manual sequences","4x4 ANOVA, 2x2x2 ANOVA, 2x3 ANOVA, 2x3x3 ANOVA, pearson correlations",54,yes,data points,out,without,reaction times shorter than 100ms or 3 SDs above a person's mean were removed,statistical reason,54,0,,,1,1,0,0,0,0,0,x
@Thompson2011a,2011,2012,Cognitive,Cognitive Psychology,"Valerie A. Thompson, et al.","Intuition, reason, and metacognition","t-tests, correlations, 2x2x2 mixed ANOVA",90,yes,people,out,without,five people removed and replaced for following instructions on fewer than 90% of trials,participant error,90,0,,,1,1,0,0,0,0,0,x
@Thompson2011a,2011,2012,Cognitive,Cognitive Psychology,"Valerie A. Thompson, et al.","Intuition, reason, and metacognition","correlations, t-tests",64,yes,people,out,without,five participants replaced for not responding to the first answer that came to their mind on more than 10% of the trials,participant error,64,0,,,1,0,0,0,0,0,0,x
@Stocco2012,2012,2012,Neuro,"Cognitive, Affective, & Behavioral Neuroscience","Andrea Stocco & Christian Lebiere &Randall C. O?Reilly & John R. Anderson","Distinct contributions of the caudate nucleus, rostralprefrontal cortex, and parietal cortex to the executionof instructed tasks",t,21,yes,data points,out,without,3 std dev,statistical reason,21,0,,,1,0,0,0,0,0,0,x
@Fritsche2012,2012,2012,Environmental,Environment and Behavior,Immo Fritsche and Katrin Hafner,The Malicious Effects of Existential Threat on Motivation to Protect the Natural Environment and the Role of Environmental Identity as a Moderator,"ANOVA, regression",161,yes,people,out,without,Took them out due to not complying with instructions and due to suspicions about the manipulation,participant error,152,9,,,0,1,1,0,0,0,0,x
@Costa2012,2012,2012,Environmental,Environment and Behavior,Marco Costa,Territorial Behavior in Public Settings,t-test,55,yes,people,out,without,Couldn't tell what seats they actually sat in,unusable data,47,8,,,1,0,0,0,0,0,0,x
@Chuderski2012,2012,2012,Cognitive,JEP: LMC,"Adam Chuderski, et al.","The Contribution of Working Memory to Fluid Reasoning: Capacity, Control, or Both?","Cronbach's alpha, repeated measures ANOVA, correlation, structural equation modeling",275,yes,people,out,without,two participants removed for having exceedingly high error rates much higher than the other participants suggesting they may not have followed the task instructions,participant error,273,2,,,1,1,0,0,0,1,0,x
@Coelho2012,2012,2012,Cognitive,JEP: LMC,"Chase J. Coelho, et al.",Imagined Actions Aren?t Just Weak Actions: Task Variability Promotes Skill Learning in Physical Practice but Not in Mental Practice,"two-way ANOVA, one-way ANOVA",81,yes,people,out,without,One participant excluded from analyses for having a pretest score 3.5 standard deviations beyond the mean of all participants,statistical reason,80,1,,,0,1,0,0,0,0,0,x
@Yang2012,2012,2012,Cognitive,JEP: LMC,"Jinmian Yang, et al.",Plausibility Effects When Reading One- and Two-Character Words in Chinese: Evidence From Eye Movements,"linear mixed models, general linear mixed models",40,yes,data points,out,without,trials with track losses or if the duration of fixation on or adjacent to the target word was too long were excluded,"participant error, statistical reason",40,0,,,0,0,0,0,0,1,0,x
@Hutchison2012,2012,2012,Cognitive,JEP: LMC,"Joanna L. Hutchison, et al.",Auditory Memory Distortion for Spoken Prose,"chi-square, t-tests, one-way dependent measures ANOVA",39,yes,people,out,without,data from four participants were excluded from analyses two because of difficulty concentrating and two because of confusion regarding the procedure,participant error,35,4,,,1,1,0,1,0,0,0,x
@Hutchison2012,2012,2012,Cognitive,JEP: LMC,"Joanna L. Hutchison, et al.",Auditory Memory Distortion for Spoken Prose,"chi-square, t-tests, one-way dependent measures ANOVA",38,yes,people,out,without,three additional participants were excluded from analyses because they were confused over some aspect of the experimental task,participant error,35,3,,,1,1,0,1,0,0,0,x
@Clapper2012,2012,2012,Cognitive,JEP: LMC,John P. Clapper,The Effects of Prior Knowledge on Incidental Category Learning,"One-way ANOVAs, Mann-Whitney U test",58,yes,people,out,without,the bottom 25% of participants were excluded from each condition in all analyses,statistical reason,43,15,,,1,0,0,0,1,0,0,x
@Pratte2012,2012,2012,Cognitive,JEP: LMC,"Michael S. Pratte, et al.",Assessing the Dissociability of Recollection and Familiarity in Recognition Memory,"repeated measures ANOVAs, bayesian modeling",64,yes,data points,out,without,all responses outside the 500ms - 1000ms window were excluded,statistical reason,64,0,,,0,1,0,0,0,0,1,x
@Pratte2012,2012,2012,Cognitive,JEP: LMC,"Michael S. Pratte, et al.",Assessing the Dissociability of Recollection and Familiarity in Recognition Memory,"repeated measures ANOVAs, bayesian modeling",53,yes,both,out,without,four participants had overall sensitivity below chance and were excluded and all responses outside the 500ms - 1000ms window were excluded,statistical reason,49,4,,,0,1,0,0,0,0,1,x
